rank,name,id,slug,url,score,missing_count,name_flag,missing_fields
188,"Edify Energy",1961,"edify-energy-1961","https://edifyenergy.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
189,"Aetherflux",1962,"aetherflux-1962","https://www.aetherflux.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
190,"Nexus Renewable Power",1960,"nexus-renewable-power-1960","https://nrenew.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
191,"Leap",1959,"leap-1959","https://www.leap.energy/?ref=failory",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
192,"Akaysha Energy",1968,"akaysha-energy-1968","https://akayshaenergy.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
193,"Enfinity Global",1967,"enfinity-global-1967","https://enfinity.global/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
194,"Qcells North America",1965,"qcells-north-america-1965","https://us.qcells.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
195,"EnergySage",1964,"energysage-1964","https://www.energysage.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
196,"Mahindra Susten",1966,"mahindra-susten-1966","https://www.mahindrasusten.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
197,"Pivotenergy",1970,"pivotenergy-1970","https://www.pivotenergy.net/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
198,"Atlas Renewable Energy",1971,"atlas-renewable-energy-1971","https://www.atlasrenewableenergy.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
199,"Freyr",1541,"freyr-1541","https://www.freyr.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
200,"Summit Ridge Energy",1972,"summit-ridge-energy-1972","https://srenergy.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
201,"Circunomics",2243,"circunomics-2243","https://circunomics.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
202,"HYCCO",2242,"hycco-2242","https://hycco.fr",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
203,"Stride",1969,"stride-1969","https://energy-stride.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
204,"MicroEra Power",1950,"microera-power-1950","https://www.microerapower.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
205,"Cellfion",2241,"cellfion-2241","https://cellfion.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
206,"Tetherev",1974,"tetherev-1974","https://tetherev.io/home.html",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
207,"Pine Gate Renewables",1973,"pine-gate-renewables-1973","https://pinegaterenewables.com/pine-gate-home/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
208,"Base Power",1975,"base-power-1975","https://www.basepowercompany.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
209,"Remedy Scientific",1930,"remedy-scientific-1930","https://www.remedyscientific.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
210,"Verlume",1979,"verlume-1979","https://verlume.world/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
211,"Sonnedix",1963,"sonnedix-1963","https://www.sonnedix.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
212,"Rise Reforming",2627,"rise-reforming-2627","https://rise-reforming.com/home",5,5,"","core_tech; target_market; geographies; customers; founding_year"
213,"H2 Power",2629,"h2-power-2629","https://www.h2psolutions.com",5,5,"","core_tech; target_market; geographies; customers; founding_year"
214,"Umgrauemeio",1981,"umgrauemeio-1981","https://www.umgrauemeio.com/en",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
215,"Building Resilient Landscapes",1982,"building-resilient-landscapes-1982","https://cultivo.land/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
216,"Coral Vita",1980,"coral-vita-1980","https://coralvita.co/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
217,"SOS Carbon",1983,"sos-carbon-1983","https://soscarbon.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
218,"Kitegen",1477,"kitegen-1477","https://www.kitegen.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
219,"Infira",1985,"infira-1985","https://www.infira.bio/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
220,"Gênica",1989,"g-nica-1989","https://us.genica.com.br/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
221,"Tierra de Monte",1988,"tierra-de-monte-1988","https://tierrademonte.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
222,"Puna Bio: Extremophile",1986,"puna-bio-extremophile-1986","https://www.puna.bio/en",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
223,"Koloma",2432,"koloma-2432","https://www.koloma.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
224,"Monolith",2433,"monolith-2433","https://www.monolithmaterials.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
225,"Heat Mining",1532,"heat-mining-1532","https://www.heatmining.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
226,"Clean Hydrogen Works",2431,"clean-hydrogen-works-2431","https://cleanhydrogenworks.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
227,"Aurora Hydrogen",2434,"aurora-hydrogen-2434","https://www.aurorahydrogen.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
228,"BioHeuris",1991,"bioheuris-1991","https://bioheuris.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
229,"Caligenia",1992,"caligenia-1992","https://www.caligenia.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
230,"Amber Kinetics",2458,"amber-kinetics-2458","https://www.amberkinetics.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
231,"Raincoat",1996,"raincoat-1996","https://www.raincoat.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
232,"Satellites on Fire",1998,"satellites-on-fire-1998","https://www.satellitesonfire.com/en",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
233,"Cheesecake Energy",2460,"cheesecake-energy-2460","https://www.cheesecakeenergy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
234,"Xcimer Energy",1910,"xcimer-energy-1910","https://xcimer.energy/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
235,"TOBE Energy",1934,"tobe-energy-1934","https://tobe.energy/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
236,"Kran",1995,"kran-1995","https://kran-nanobubble.com/en/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
237,"Nexterra",2565,"nexterra-2565","https://www.nexterra.ca",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
238,"SolarSteam",2169,"solarsteam-2169","https://solarsteam.ca",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
239,"44.01",2270,"44-01-2270","https://4401.earth",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
240,"Caelux",2579,"caelux-2579","https://caelux.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
241,"Elysium Industries",2544,"elysium-industries-2544","https://www.elysiumindustries.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
242,"Brightwater Tools",1937,"brightwater-tools-1937","https://brightwatertools.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
243,"Tecnored",2006,"tecnored-2006","https://www.tecnored.com.br/en/home/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
244,"Nostalgia de Mexico",2005,"nostalgia-de-mexico-2005","https://www.nostalgiademexico.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
245,"Commercial Fleet Electrification",2009,"commercial-fleet-electrification-2009","https://www.megaflux.com/en/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
246,"ZILA BioWorks",1940,"zila-bioworks-1940","https://www.zilabioworks.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
247,"Loop Farms",1997,"loop-farms-1997","https://www.loopfarms.org/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
248,"Agri Best Feeds",2000,"agri-best-feeds-2000","https://www.agribestfeeds.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
249,"WaterMind",2008,"watermind-2008","https://watermind.io/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
250,"MASH Makes",2011,"mash-makes-2011","https://www.mashmakes.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
251,"Qarbotech Sdn Bhd",2012,"qarbotech-sdn-bhd-2012","https://qarbotech.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
252,"Ab Astra, Inc.",2002,"ab-astra-inc-2002","https://abastra.tech/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
253,"Unblock",2004,"unblock-2004","https://unblock.energy/en/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
254,"Brilliant Planet",2340,"brilliant-planet-2340","https://brilliantplanet.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
255,"Ecolibrium",2016,"ecolibrium-2016","https://www.ecolibrium.io/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
256,"Firmus",2017,"firmus-2017","https://firmus.co/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
257,"Allozymes",2020,"allozymes-2020","https://www.allozymes.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
258,"Element Zero",2022,"element-zero-2022","https://elementzero.green/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
259,"Fleet Space Technologies",2023,"fleet-space-technologies-2023","https://www.fleetspace.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
260,"Kwetta",2026,"kwetta-2026","https://www.kwetta.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
261,"OpenStar Technologies",2019,"openstar-technologies-2019","https://www.openstar.tech/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
262,"India's Largest Battery",2025,"india-s-largest-battery-2025","https://www.batterysmart.in/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
263,"Thermalytica",2024,"thermalytica-2024","https://www.thermalytica.com/home-en/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
264,"LOHUM",2027,"lohum-2027","https://lohum.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
265,"NCX",2248,"ncx-2248","https://ncx.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
266,"Streetleaf",2700,"streetleaf-2700","https://streetleaf.com/",5,5,"","business_model; funding_stage; geographies; founding_year; logo(weak)"
267,"NIU NIU",2010,"niu-niu-2010","https://niu-niu.io/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
268,"Amperesand",2014,"amperesand-2014","https://amperesand.io/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
269,"Odyssey Energy Solutions",2030,"odyssey-energy-solutions-2030","https://odysseyenergysolutions.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
270,"MOPO",2031,"mopo-2031","https://mopo.co/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
271,"Reflect Orbital",2035,"reflect-orbital-2035","https://reflectorbital.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
272,"Mosaic",2033,"mosaic-2033","https://joinmosaic.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
273,"Eatron Technologies",2034,"eatron-technologies-2034","https://eatron.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
274,"CleanChoice Energy",2743,"cleanchoice-energy-2743","https://cleanchoiceenergy.com/",5,5,"","business_model; funding_stage; geographies; customers; logo(weak)"
275,"OpenSolar",2039,"opensolar-2039","https://opensolar.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
276,"Platio",2038,"platio-2038","https://platio.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
277,"PVcase",2040,"pvcase-2040","https://pvcase.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
278,"RatedPower",2041,"ratedpower-2041","https://ratedpower.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
279,"Silicon Ranch",2043,"silicon-ranch-2043","https://siliconranch.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
280,"Cherry Street Energy",2042,"cherry-street-energy-2042","https://cherrystreetenergy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
281,"Seawind",1863,"seawind-1863","https://www.seawind.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
282,"Longroad Energy",2044,"longroad-energy-2044","https://longroadenergy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
283,"Terrapass",2253,"terrapass-2253","https://terrapass.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
284,"Tomorrow",2254,"tomorrow-2254","https://tomorrow.io",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
285,"Sinai Technologies",2255,"sinai-technologies-2255","https://sinai.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
286,"SunColombia",2746,"suncolombia-2746","https://suncolombia.com/",5,5,"","business_model; funding_stage; geographies; founding_year; logo(weak)"
287,"Crusoe Energy",2046,"crusoe-energy-2046","https://crusoeenergy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
288,"Ascend Elements",2053,"ascend-elements-2053","https://ascendelements.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
289,"EnergyX",2050,"energyx-2050","https://energyx.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
290,"ION Storage Systems",2052,"ion-storage-systems-2052","https://ionstorage.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
291,"BioLite",2684,"biolite-2684","https://global.bioliteenergy.com",5,5,"","business_model; funding_stage; geographies; customers; founding_year"
292,"ONE",2059,"one-2059","https://one.ai",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
293,"Zenobe Energy",2057,"zenobe-energy-2057","https://zenobe.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
294,"Watershed",2060,"watershed-2060","https://watershed.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
295,"Persefoni",2061,"persefoni-2061","https://persefoni.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
296,"Pachama",2062,"pachama-2062","https://pachama.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
297,"Sylvera",2064,"sylvera-2064","https://sylvera.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
298,"Calyx Global",2065,"calyx-global-2065","https://calyxglobal.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
299,"Patch",2068,"patch-2068","https://patch.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
300,"Pledge",2257,"pledge-2257","https://pledge.to",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
301,"Greenly",2069,"greenly-2069","https://greenly.earth",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
302,"Climatiq",2258,"climatiq-2258","https://climatiq.io",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
303,"Doconomy",2259,"doconomy-2259","https://doconomy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
304,"Nori",2067,"nori-2067","https://nori.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
305,"Climefy",2071,"climefy-2071","https://climefy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
306,"Comundo",2264,"comundo-2264","https://comundo.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
307,"Seedling",2266,"seedling-2266","https://seedlingplatform.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
308,"Sustainly",2265,"sustainly-2265","https://sustainly.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
309,"Supercritical",2075,"supercritical-2075","https://gosupercritical.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
310,"Vaayu",2262,"vaayu-2262","https://vaayu.earth",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
311,"PayGo Energy",2078,"paygo-energy-2078","https://www.paygoenergy.co/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
312,"Parameter",2699,"parameter-2699","https://parameter-tech.com/",5,5,"","core_tech; target_market; geographies; customers; logo(weak)"
313,"Terra Heat",2085,"terra-heat-2085","https://www.terraheat.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
314,"GreenChar",2086,"greenchar-2086","https://greenchar.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
315,"Mantis Space",2904,"mantis-space-2904","https://mantis.space",5,5,"","business_model; geographies; customers; founding_year; logo(weak)"
316,"Solar Sister",2087,"solar-sister-2087","https://solarsister.org/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
317,"Wonderbag",2090,"wonderbag-2090","https://wonderbag.org/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
318,"Land Life Company",2267,"land-life-company-2267","https://landlifecompany.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
319,"Charm Industrial",2269,"charm-industrial-2269","https://charmindustrial.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
320,"Global Thermostat",2271,"global-thermostat-2271","https://globalthermostat.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
321,"Husk Power Systems",2093,"husk-power-systems-2093","https://huskpowersystems.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
322,"Negative",2274,"negative-2274","https://negative.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
323,"Wren",2275,"wren-2275","https://wren.co",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
324,"Noya",2094,"noya-2094","https://www.noya.co",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
325,"Uptimean Alytics En",1999,"uptimean-alytics-en-1999","https://uptimeanalytics.com/en/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
326,"Ampcontrol",2759,"ampcontrol-2759","https://www.ampcontrol.io/",5,5,"","business_model; funding_stage; geographies; founding_year; logo(weak)"
327,"Weavegrid",2760,"weavegrid-2760","https://www.weavegrid.com/",5,5,"","business_model; funding_stage; geographies; founding_year; logo(weak)"
328,"BioMassters",2278,"biomassters-2278","https://biomassters.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
329,"Ormat Technologies",1498,"ormat-technologies-1498","https://www.ormat.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
330,"Clean Cooking Technologies",2276,"clean-cooking-technologies-2276","https://cleancooking.org/sector-directory/clean-cooking-technologies/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
331,"Copper",2280,"copper-2280","https://copper.co",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
332,"Impulse",2279,"impulse-2279","https://www.impulselabs.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
333,"Pyka",2357,"pyka-2357","https://flypyka.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
334,"Dufour Aerospace",2356,"dufour-aerospace-2356","https://www.dufour.aero",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
335,"H2FLY",2353,"h2fly-2353","https://www.h2fly.de",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
336,"Zunum Aero",2355,"zunum-aero-2355","https://zunum.aero",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
337,"Alaka'i Technologies",2358,"alaka-i-technologies-2358","https://www.alakai.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
338,"Bye Aerospace",2359,"bye-aerospace-2359","https://byeaerospace.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
339,"Cranfield Aerospace Solutions",2360,"cranfield-aerospace-solutions-2360","https://www.cranfieldaerospace.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
340,"Earthshot Labs",2250,"earthshot-labs-2250","https://earthshot.eco",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
341,"Heart Aerospace",2107,"heart-aerospace-2107","https://www.heartaerospace.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
342,"Span",2761,"span-2761","https://www.span.io/",5,5,"","business_model; funding_stage; geographies; founding_year; logo(weak)"
343,"Jetson",2108,"jetson-2108","https://www.jetsonaero.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
344,"LEO Flight",2109,"leo-flight-2109","https://leoflight.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
345,"SkyDrive",2106,"skydrive-2106","https://skydrive2020.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
346,"Soma Energy",2917,"soma-energy-2917","https://soma.energy",5,5,"","business_model; geographies; customers; founding_year; logo(weak)"
347,"SilverFire",2282,"silverfire-2282","https://www.silverfire.us",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
348,"Project Gaia",2281,"project-gaia-2281","https://www.projectgaia.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
349,"SSM Stove Manufacturer",2283,"ssm-stove-manufacturer-2283","https://www.ssmstove.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
350,"VoltAero",2111,"voltaero-2111","https://www.voltaero.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
351,"Swtch Energy",2762,"swtch-energy-2762","https://swtchenergy.com/",5,5,"","business_model; funding_stage; geographies; founding_year; logo(weak)"
352,"Safi International",2284,"safi-international-2284","https://safi.no",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
353,"Equator Aircraft",2369,"equator-aircraft-2369","https://equatoraircraft.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
354,"Bye Energy",2366,"bye-energy-2366","https://byeenergy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
355,"Regent",2367,"regent-2367","https://regentcraft.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
356,"AMPECO",2116,"ampeco-2116","https://www.ampeco.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
357,"Wevo Energy",2118,"wevo-energy-2118","https://wevo.energy",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
358,"Orange Charger",2114,"orange-charger-2114","https://www.orangecharger.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
359,"FreeWire Technologies",2115,"freewire-technologies-2115","https://www.freewiretech.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
360,"Driivz",2117,"driivz-2117","https://driivz.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
361,"Giraffe Bioenergy",2081,"giraffe-bioenergy-2081","https://giraffebioenergy.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
362,"Voltpost",2122,"voltpost-2122","https://voltpost.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
363,"Zapgo",2124,"zapgo-2124","https://zapgo.co.uk",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
364,"ivygo",2123,"ivygo-2123","https://ivygo.com.au",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
365,"Contact BioSolutions",2922,"contact-biosolutions-2922","https://contactbiosolutions.com",5,5,"","business_model; geographies; customers; founding_year; logo(weak)"
366,"XPeng AeroHT",2110,"xpeng-aeroht-2110","https://aeroht.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
367,"Mati Carbon",1914,"mati-carbon-1914","https://www.mati.earth/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
368,"Coulomb AI",2130,"coulomb-ai-2130","https://coulombai.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
369,"IoTecha",2129,"iotecha-2129","https://iotecha.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
370,"Ecolectro",2134,"ecolectro-2134","https://ecolectro.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
371,"SunGreenH2",2135,"sungreenh2-2135","https://www.sungreenh2.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
372,"Verdagy",2132,"verdagy-2132","https://verdagy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
373,"Ener-G-Africa",2286,"ener-g-africa-2286","https://ener-g-africa.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
374,"ChargerHelp!",2112,"chargerhelp-2112","https://www.chargerhelp.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
375,"NEXT Hydrogen",2136,"next-hydrogen-2136","https://nexthydrogen.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
376,"Bubble Robotics",2929,"bubble-robotics-2929","https://bubble-robotics.com",5,5,"","business_model; geographies; customers; founding_year; logo(weak)"
377,"Modern Hydrogen",2140,"modern-hydrogen-2140","https://modernhydrogen.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
378,"Advanced Ionics",2137,"advanced-ionics-2137","https://advancedionics.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
379,"Hystar",2138,"hystar-2138","https://hystar.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
380,"Cariqa",2125,"cariqa-2125","https://cariqa.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
381,"Enapter",2141,"enapter-2141","https://enapter.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
382,"Hydrogenious LOHC Technologies",2142,"hydrogenious-lohc-technologies-2142","https://hydrogenious.net",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
383,"Ohmium International",2131,"ohmium-international-2131","https://www.ohmium.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
384,"WhyLabs",1785,"whylabs-1785","https://www.whylabs.com/",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
385,"Oort Energy",2147,"oort-energy-2147","https://oortenergy.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
386,"TOYO",2748,"toyo-2748","https://www.toyo-solar.com/",5,5,"","business_model; funding_stage; geographies; customers; founding_year"
387,"Digiclean",2941,"digiclean-2941","https://digicleansolutions.com",5,5,"","business_model; geographies; customers; founding_year; logo(weak)"
388,"The Cookstove Project",2290,"the-cookstove-project-2290","https://cookstoveproject.org",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
389,"Vibrant Energy",2784,"vibrant-energy-2784","https://vibrantenergy.in",5,5,"","business_model; funding_stage; geographies; founding_year; logo(weak)"
390,"Evfly",2370,"evfly-2370","https://evfly.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
391,"Seqana",2946,"seqana-2946","https://seqana.com",5,5,"","business_model; geographies; customers; founding_year; logo(weak)"
392,"Convion",2148,"convion-2148","https://convion.fi",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
393,"EH Group",2149,"eh-group-2149","https://www.eh-group.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
394,"Cylib",2751,"cylib-2751","https://www.cylib.de/",5,5,"","business_model; funding_stage; geographies; founding_year; logo(weak)"
395,"VFlowTech",2150,"vflowtech-2150","https://vflowtech.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
396,"Polar Night Energy",2156,"polar-night-energy-2156","https://polarnightenergy.fi",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
397,"Aquabattery",2157,"aquabattery-2157","https://aquabattery.nl",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
398,"ACCES",2292,"acces-2292","https://acces.com",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
399,"Field Energy",2154,"field-energy-2154","https://field.energy",5,5,"","core_tech; target_market; customers; founding_year; logo(weak)"
